Node Count,Outgoing,Incoming,Time
5894,,,1617
5894,,,1618
5894,,,1619
5894,,,1620
5894,,,1621
5894,,,1622
5894,,,1623
5894,,,1624
5894,,,1625
5894,,,1626
5894,,,1627
5894,,,1628
5894,,,1629
5894,,,1630
5894,,,1631
5894,,,1632
5894,,,1633
5894,,,1634
5894,,,1635
5894,,,1636
5893,,,1637
5893,,,1638
5893,,,1639
5893,,,1640
5893,,,1641
5893,,,1642
5893,,,1643
5893,,,1644
5891,,,1645
5891,,,1646
5890,,,1647
5890,,,1648
5890,,,1649
5890,,,1650
5890,,,1651
5890,,,1652
5890,,,1653
5890,,,1654
5890,,,1655
5890,,,1656
5890,,,1657
5890,,,1658
5890,,,1659
5890,,,1660
5890,,,1661
5890,,,1662
5890,,,1663
5890,,,1664
5890,,,1665
5890,,,1666
5890,,,1667
5890,,,1668
5890,,,1669
5888,,,1670
5888,,,1671
5888,,,1672
5888,,,1673
5888,,,1674
5888,,,1675
5888,,,1676
5888,,,1677
5888,,,1678
5888,,,1679
5888,,,1680
5888,,,1681
5888,,,1682
5887,,,1683
5887,,,1684
5887,,,1685
5887,,,1686
5886,,,1687
5886,,,1688
5886,,,1689
5886,,,1690
5886,,,1691
5886,,,1692
5886,,,1693
5886,,,1694
5886,,,1695
5886,,,1696
5886,,,1697
5886,,,1698
5886,,,1699
5886,,,1700
5886,,,1701
5886,,,1702
5885,,,1703
5885,,,1704
5885,,,1705
5885,,,1706
5885,,,1707
5885,,,1708
5885,,,1709
5883,,,1710
5883,,,1711
5883,,,1712
5883,,,1713
5883,,,1714
5882,,,1715
5882,,,1716
5882,,,1717
5882,,,1718
5882,,,1719
5882,,,1720
5882,,,1721
5882,,,1722
5882,,,1723
5882,,,1724
5881,,,1725
5881,,,1726
5881,,,1727
5881,,,1728
5881,,,1729
5881,,,1730
5881,,,1731
5881,,,1732
5881,,,1733
5880,,,1734
5880,,,1735
5880,,,1736
5880,,,1737
5880,,,1738
5880,,,1739
5880,,,1740
5880,,,1741
5880,,,1742
5880,,,1743
5880,,,1744
5880,,,1745
5880,,,1746
5880,,,1747
5880,,,1748
5880,,,1749
5880,,,1750
5880,,,1751
5880,,,1752
5880,,,1753
5879,,,1754
5879,,,1755
5879,,,1756
5879,,,1757
5879,,,1758
5879,,,1759
5879,,,1760
5879,,,1761
5879,,,1762
5879,,,1763
5879,,,1764
5879,,,1765
5879,,,1766
5879,,,1767
5879,,,1768
5879,,,1769
5879,,,1770
